coarse;fine;english;indo
ENTY;color;What three colors of ink are used to print a U.S. dollar bill ?;Apa tiga warna tinta yang digunakan untuk mencetak uang kertas dolar AS?
ENTY;color;What color are school buses ?;Apa warna bus sekolah?
ENTY;color;What color are tennis balls ?;Apa warna bola tenis?
ENTY;color;What color is Mr. Spock 's blood ?;Apa warna darah Tn. Spock?
ENTY;color;What are Halloween 's colors ?;Apa warna Halloween?
ENTY;cremat;What film marked Robert Redford 's directorial debut ?;Film apa yang menandai debut sutradara Robert Redford?
ENTY;cremat;What is the Jewish bible called ?;Apa sebutan kitab suci Yahudi?
ENTY;cremat;What was John F. Kennedy 's 1960 campaign song ?;Apa lagu kampanye 1960 John F. Kennedy?
ENTY;cremat;What was the name of that popular song the Creeps sang ?;Apa nama lagu populer yang dinyanyikan Creeps?
ENTY;cremat;What program do I need to run a .tbk file ?;Program apa yang saya perlukan untuk menjalankan file .tbk?
ENTY;cremat;What was the sequel to The Pink Panther ?;Apa sekuel dari The Pink Panther?
ENTY;cremat;What was the first video ever made ?;Apa video pertama yang pernah dibuat?
ENTY;cremat;What 1950 film won seven Oscars , including best picture ?;Apa film 1950 yang memenangkan tujuh Oscar, termasuk gambar terbaik?
ENTY;cremat;What Nevil Shute novel is about the doomed survivors of a nuclear war ?;Apa novel Nevil Shute tentang korban selamat dari perang nuklir?
ENTY;cremat;What was Hitler 's favorite movie ?;Apa film favorit Hitler?
ENTY;cremat;What is the name of a book written by Aaron Hass ?;Apa nama buku yang ditulis oleh Aaron Hass?
ENTY;cremat;What 1927 silent film received an international revival in 1981 ?;Apa film bisu tahun 1927 yang menerima kebangkitan internasional pada tahun 1981?
ENTY;cremat;What Broadway musical was inspired by Cervantes 's Don Quixote ?;Musikal Broadway apa yang diilhami oleh Don Quixote dari Cervantes?
ENTY;cremat;What is the first book of the Old Testament ?;Apakah buku pertama Perjanjian Lama?
ENTY;cremat;On what T.V. show could Tom Terrific be found ?;Di acara TV apa Tom Terrific bisa ditemukan?
ENTY;cremat;What is the best-selling book of all time ?;Apa buku terlaris sepanjang masa?
ENTY;cremat;What film featured a snarly character named Kid Shelleen ?;Film apa yang menampilkan karakter garang bernama Kid Shelleen?
ENTY;cremat;What song served as the closing theme of The Johnny Cash Show ?;Lagu apa yang menjadi tema penutup The Johnny Cash Show?
ENTY;cremat;What was Mel Gibson 's first movie ?;Apa film pertama Mel Gibson?
ENTY;cremat;What D.H. Lawrence novel was originally titled Tenderness ?;Apa novel DH Lawrence awalnya berjudul Tenderness?
ENTY;cremat;What novel inspired the movie BladeRunner ?;Apa novel yang menginspirasi film BladeRunner?
ENTY;cremat;What was Jimmy Durante 's theme song ?;Apa lagu tema Jimmy Durante?
ENTY;cremat;What 1965 film had Jack Lemmon portraying a cartoonist ?;Apa film 1965 yang diperankan Jack Lemmon sebagai kartunis?
ENTY;cremat;What Homerian epic chronicles events toward the end of the Trojan Wars ?;Apa peristiwa kronik epik Homerian menjelang akhir Perang Troya?
ENTY;cremat;What are the shortest and the longest songs ever produced ?;Apa lagu terpendek dan terpanjang yang pernah diproduksi?
ENTY;cremat;What was Mae West 's last film ?;Apa film terakhir Mae West?
ENTY;cremat;What films featured the character Popeye Doyle ?;Film apa yang menampilkan karakter Popeye Doyle?
ENTY;cremat;What movie did Steven Spielberg direct in 1975 ?;Film apa yang disutradarai Steven Spielberg pada tahun 1975?
ENTY;cremat;What is the name of Jamiroquai new album ?;Apa nama album baru Jamiroquai?
ENTY;cremat;What is the longest-running television series ?;Apa serial televisi yang paling lama berjalan?
ENTY;cremat;What movie did Madilyn Kahn star in with Gene Wilder ?;Film apa yang dibintangi Madilyn Kahn dengan Gene Wilder?
ENTY;cremat;What is a movie that Kevin Costner made about Sioux Indians ?;Apa film yang dibuat Kevin Costner tentang Sioux Indians?
ENTY;cremat;What was Connecticut 's first constitution called ?;Apa yang disebut konstitusi pertama Connecticut?
ENTY;cremat;What TV series features the adventures of a married couple named Jonathan and Jennifer ?;Serial TV apa yang menceritakan petualangan pasangan menikah bernama Jonathan dan Jennifer?
ENTY;cremat;What did Shostakovich write for Rostropovich ?;Apa yang ditulis Shostakovich untuk Rostropovich?
ENTY;currency;What money was used here ?;Uang apa yang digunakan di sini?
ENTY;currency;What currency is used in Australia ?;Mata uang apa yang digunakan di Australia?
ENTY;currency;What type of currency is used in China ?;Jenis mata uang apa yang digunakan di Tiongkok?
ENTY;currency;What type of currency is used in China ?;Jenis mata uang apa yang digunakan di Tiongkok?
ENTY;currency;What money was used by them ?;Uang apa yang digunakan oleh mereka?
ENTY;dismed;What disease is the second-biggest killer of North Americans ?;Penyakit apa yang merupakan pembunuh terbesar kedua di Amerika Utara?
ENTY;dismed;What is a fear of gravity ?;Apa itu ketakutan akan gravitasi?
ENTY;dismed;What is another term for the painful wrist syndrome ?;Apa istilah lain untuk sindrom pergelangan tangan yang menyakitkan?
ENTY;dismed;What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?;Anestesi apa yang diperbolehkan oleh Ratu Victoria untuk kelahiran anak ketujuh, pada tahun 1853?
ENTY;dismed;What kind of poisoning is known as plumbism ?;Keracunan apa yang dikenal sebagai plumbism?
ENTY;dismed;What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?;Apa nama penyakit autoimun neurologis kronis yang menyerang selubung protein yang mengelilingi sel-sel saraf yang menyebabkan hilangnya gerakan secara bertahap dalam tubuh?
ENTY;dismed;What chemical in red wine is good for the heart and what exactly does it do to your body ?;Zat kimia apa dalam anggur merah yang baik untuk jantung dan apa pengaruhnya bagi tubuh Anda?
ENTY;dismed;What disease is transmitted by the Anopheles mosquito ?;Penyakit apa yang ditularkan oleh nyamuk Anopheles?
ENTY;dismed;Which infectious disease is the world 's deadliest ?;Penyakit menular manakah yang paling mematikan di dunia?
ENTY;dismed;What is a fear of punishment ?;Apa itu ketakutan akan hukuman?
ENTY;dismed;What is a fear of strong light ?;Apa itu ketakutan akan cahaya yang kuat?
ENTY;dismed;What is a fear of jealousy ?;Apa itu ketakutan akan kecemburuan?
ENTY;dismed;What is a fear of night or darkness ?;Apa itu takut malam atau kegelapan?
ENTY;dismed;What is the medical term for cancer of the blood ?;Apa istilah medis untuk kanker darah?
ENTY;dismed;Which drug is commonly used to treat AIDS ?;Obat apa yang biasa digunakan untuk mengobati AIDS?
ENTY;dismed;What are the diseases that can be cured by black cumin ?;Apa saja penyakit yang bisa disembuhkan dengan jintan hitam?
ENTY;dismed;What is a fear of bees ?;Apa itu takut akan lebah?
ENTY;dismed;What is a fear of hell ?;Apa itu ketakutan akan neraka?
ENTY;dismed;What is the fear of cockroaches called ?;Apa yang disebut takut dengan kecoak?
ENTY;dismed;What is a fear of shadows ?;Apa itu ketakutan akan bayangan?
ENTY;dismed;What is a fear of crystals or glass ?;Apa itu ketakutan akan kristal atau kaca?
ENTY;dismed;What is a fear of cold ?;Apa itu ketakutan akan dingin?
ENTY;dismed;What is the name of the disease that actress Hunter Tylo 's baby girl has ?;Apa nama penyakit yang dimiliki bayi perempuan aktris Hunter Tylo?
ENTY;dismed;What is chronic constipation a symptom of ?;Apa itu gejala sembelit kronis?
ENTY;dismed;What is the most common kind of skin cancer in the U.S. ?;Apa jenis kanker kulit yang paling umum di AS?
ENTY;dismed;What chemicals are used in lethal injection ?;Bahan kimia apa yang digunakan dalam injeksi mematikan?
ENTY;dismed;What 's the most common non-contagious disease in the world ?;Apa penyakit tidak menular yang paling umum di dunia?
ENTY;dismed;What is a fear of childbirth ?;Apa yang dimaksud dengan rasa takut akan melahirkan?
ENTY;dismed;What is a fear of failure ?;Apa itu ketakutan akan kegagalan?
ENTY;dismed;What disease plagued Europe , Africa and Asia ?;Penyakit apa yang menjangkiti Eropa, Afrika dan Asia?
ENTY;event;What is the name of the American literary era that includes 1896 ?;Apa nama era sastra Amerika yang mencakup 1896?
ENTY;event;What was the name of the Protestant revolt against the supremacy of the Pope ?;Apa nama pemberontakan Protestan melawan supremasi Paus?
ENTY;event;What astronomical phenomenon takes place in Jan. 1999 ?;Fenomena astronomi apa yang terjadi pada Januari 1999?
ENTY;event;What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?;Apa yang disebut program Franklin Roosevelt untuk pemulihan ekonomi selama Depresi Hebat?
ENTY;event;What significant battle was fought in Belgium in 1815 ?;Pertempuran signifikan apa yang terjadi di Belgia pada tahun 1815?
ENTY;event;What feud ended with a marriage in Kentucky on March 21 , 1891 ?;Pertikaian apa yang berakhir dengan pernikahan di Kentucky pada 21 Maret 1891?
ENTY;event;What war did the Wanna-Go-Home Riots occur after ?;Perang apa yang terjadi setelah Kerusuhan Wanna-Go-Home?
ENTY;event;What civil war was fought between 1936 and 1939 ?;Perang saudara apa yang terjadi antara tahun 1936 dan 1939?
ENTY;event;What is the name of the largest water conservancy project in China ?;Apa nama proyek pemeliharaan air terbesar di Cina?
ENTY;event;What was the name of the famous battle between Texas and Mexico ?;Apa nama pertempuran terkenal antara Texas dan Meksiko?
ENTY;event;The trials resulting from World War II are known as what ?;Percobaan yang dihasilkan dari Perang Dunia II dikenal sebagai apa?
ENTY;event;In what war was the first submarine used ?;Dalam perang apa kapal selam pertama digunakan?
ENTY;event;What are some important events of the 1830 's ?;Apa saja peristiwa penting dari tahun 1830-an?
ENTY;event;What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?;Apa nama usaha Hitler yang gagal untuk menggulingkan pemerintah Bavaria di Munich pada tahun 1923?
ENTY;event;What are some of the significant historical events of the 1990s ?;Apa saja peristiwa sejarah penting pada 1990-an?
ENTY;event;What tragedy befell the city of Dogtown in 1899 ?;Tragedi apa yang menimpa kota Dogtown pada tahun 1899?
ENTY;event;What historical event happened in Dogtown in 1899 ?;Peristiwa bersejarah apa yang terjadi di Dogtown pada tahun 1899?
ENTY;event;What was the name of the U.S. 's first manned space program ?;Apa nama program luar angkasa berawak pertama AS?
ENTY;event;What was the longest war in U.S. history ?;Apa perang terpanjang dalam sejarah AS?
ENTY;event;What war did the Potsdam Conference follow ?;Perang apa yang diikuti oleh Konferensi Potsdam?
ENTY;food;What 's the main vegetable in vichyssoise ?;Apa sayuran utama di vichyssoise?
ENTY;food;What do flatfish eat ?;Apa yang dimakan flatfish?
ENTY;food;What delicacy is known indelicately as pickled roe ?;Kelezatan apa yang dikenal sebagai acar telur?
ENTY;food;What 's the traditional drink at the Kentucky Derby ?;Apa minuman tradisional di Kentucky Derby?
ENTY;food;What foods contain vitamin B12 ?;Makanan apa yang mengandung vitamin B12?
ENTY;food;What nutrients are for healthy bones and teeth ?;Apa nutrisi untuk tulang dan gigi yang sehat?
ENTY;food;What non-alcoholic syrup is made from pomegranate juice ?;Sirup non-alkohol apa yang terbuat dari jus delima?
ENTY;food;What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?;Minuman ringan apa yang pertama kali muncul di Old Corner Drug Store di Waco, Texas, pada tahun 1885?
ENTY;food;What beer 's name is translated as  lion brew  ?;Apa nama bir yang diterjemahkan sebagai minuman singa?
ENTY;food;What soft drink would provide me with the biggest intake of caffeine ?;Minuman ringan apa yang akan memberi saya asupan kafein terbesar?
ENTY;food;What do you get by adding Lactobacillus bulgaricus to milk ?;Apa yang Anda dapatkan dengan menambahkan Lactobacillus bulgaricus ke dalam susu?
ENTY;food;What were the first frozen foods ?;Apa makanan beku pertama?
ENTY;food;What 's known as The queen of Drinks ?;Apa yang dikenal sebagai Ratu Minuman?
ENTY;food;What type of food makes you fat ?;Jenis makanan apa yang membuat Anda gemuk?
ENTY;food;Which soft drink does Madonna advertise for ?;Minuman ringan apa yang diiklankan oleh Madonna?
ENTY;food;What was the food of the Greek gods called ?;Disebut apakah makanan dewa-dewa Yunani itu?
ENTY;food;What 's the Southern dish made of pigs ' small intestines ?;Apa hidangan Selatan yang terbuat dari usus kecil babi?
ENTY;food;What fruit does the ficus produce ?;Buah apa yang dihasilkan ficus?
ENTY;food;What was the first ready-to-eat breakfast cereal ?;Apa sereal sarapan siap saji pertama?
ENTY;food;What ice creams contain seaweed ?;Es krim apa yang mengandung rumput laut?
ENTY;food;What cocktail do you concoct with whisky and sweet vermouth ?;Koktail apa yang Anda buat dengan wiski dan vermouth manis?
ENTY;food;What is the most radioactive food ?;Apa makanan yang paling radioaktif?
ENTY;food;What is the world 's best selling cookie ?;Apa kue terlaris di dunia?
ENTY;food;What foods contain the most protein ?;Makanan apa yang mengandung protein terbanyak?
ENTY;food;What drink is the best thirst-quencher ?;Minuman apa yang paling memuaskan dahaga?
ENTY;food;What did brontosauruses eat ?;Apa yang dimakan brontosaurus?
ENTY;food;What is the most heavily caffeinated soft drink ?;Apa minuman ringan berkafein paling banyak?
ENTY;food;What do manatees eat ?;Apa yang dimakan manate?
ENTY;food;What kind of meat is Fray Bentos synonymous with ?;Daging jenis apa yang identik dengan Fray Bentos?
ENTY;food;What food did Marco Polo introduce into Italy from the court of Kubla Khan ?;Makanan apa yang diperkenalkan Marco Polo ke Italia dari istana Kubla Khan?
ENTY;instru;What instrument is Ray Charles best known for playing ?;Instrumen apa yang paling dikenal untuk dimainkan oleh Charles Charles?
ENTY;instru;What do West Indian steel bands use as instruments ?;Apa yang digunakan band baja India Barat sebagai instrumen?
ENTY;instru;What kind of guitar did Jimi Hendrix play ?;Gitar apa yang dimainkan Jimi Hendrix?
ENTY;instru;What musical instrument did Sherlock Holmes play ?;Alat musik apa yang dimainkan Sherlock Holmes?
ENTY;instru;What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?;Alat musik apa yang dimainkan Prewitt dalam From Here to Eternity karya James Jones?
ENTY;instru;Ray Charles is best known for playing what instrument ?;Ray Charles terkenal karena memainkan alat musik apa?
ENTY;instru;Musician Ray Charles plays what instrument ?;Musisi Ray Charles memainkan alat musik apa?
ENTY;instru;What instrument does Benny Carter play ?;Instrumen apa yang dimainkan Benny Carter?
ENTY;lang;What 's the most commonly-spoken language in Belgium ?;Bahasa apa yang paling umum digunakan di Belgia?
ENTY;lang;What language is mostly spoken in Brazil ?;Bahasa apa yang paling banyak digunakan di Brasil?
ENTY;lang;What is the primary language of the Philippines ?;Apa bahasa utama Filipina?
ENTY;lang;Which language has the most words ?;Bahasa mana yang memiliki kata paling banyak?
ENTY;lang;What is a language spoken by the Sioux ?;Apa bahasa yang digunakan oleh Sioux?
ENTY;lang;What are the four most widely-used languages in North America ?;Apa empat bahasa yang paling banyak digunakan di Amerika Utara?
ENTY;lang;What are the two languages of Malta ?;Apa dua bahasa Malta?
ENTY;lang;What 's the official language of Algeria ?;Apa bahasa resmi Aljazair?
ENTY;lang;What is the only modern language that capitalizes its singular first-person pronoun ?;Apa satu-satunya bahasa modern yang menggunakan kata ganti orang pertama tunggal?
ENTY;lang;What are the languages spoken by the natives in Afghanistan ?;Bahasa apa yang digunakan oleh penduduk asli di Afghanistan?
ENTY;letter;What letter does Gorbachev 's middle name start with ?;Dengan huruf apa nama tengah Gorbachev dimulai?
ENTY;letter;What letter adorns the flag of Rwanda ?;Surat apa yang menghiasi bendera Rwanda?
ENTY;letter;What is the alphabet for Latin ?;Apa alfabet untuk bahasa Latin?
ENTY;letter;What 's the largest letter in Salvador Dali 's signature ?;Apa surat terbesar di tanda tangan Salvador Dali?
ENTY;letter;What 's the second-most-used vowel in English ?;Apa vokal yang paling banyak digunakan kedua dalam bahasa Inggris?
ENTY;letter;What are the first and last letters of the Greek alphabet ?;Apa huruf pertama dan terakhir dari alfabet Yunani?
ENTY;letter;What letter is to the right of K on a typewriter keyboard ?;Apa huruf di sebelah kanan K pada keyboard mesin tik?
ENTY;letter;What letter appears on the cold-water tap in Spain ?;Surat apa yang muncul pada keran air dingin di Spanyol?
ENTY;letter;What vowel do all Esperanto nouns end in ?;Vokal apa yang dilakukan oleh semua nomina Esperanto?
ENTY;other;What line divided the North and South in the U.S. Civil War ?;Garis apa yang membagi Utara dan Selatan dalam Perang Saudara AS?
ENTY;other;What is the lowest level of the American judiciary ?;Apa tingkat terendah peradilan Amerika?
ENTY;other;What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?;Perdagangan apa yang diharapkan Portugis pada abad ke 15 dan 16 untuk mengendalikan antara Asia dan Eropa?
ENTY;other;What 's the second-most-used murder weapon in the U.S. ?;Apa senjata pembunuhan paling banyak digunakan di AS?
ENTY;other;What is the mascot for Notre Dame University ?;Apa maskot untuk Universitas Notre Dame?
ENTY;other;Which is the best opening move in chess ?;Manakah langkah pembuka terbaik dalam catur?
ENTY;other;What does it take to become a lawyer ?;Apa yang diperlukan untuk menjadi pengacara?
ENTY;other;What are the 7 articles of the constitution ?;Apa saja 7 pasal konstitusi?
ENTY;other;What does a spermologer collect ?;Apa yang dikumpulkan oleh seorang spermologer?
ENTY;other;What did people use to freshen their breath before toothpaste ?;Apa yang digunakan orang untuk menyegarkan napas sebelum pasta gigi?
ENTY;other;What is Nebraska 's most valuable resource ?;Apa sumber daya Nebraska yang paling berharga?
ENTY;other;What were first used by John L. Sullivan and James J. Corbett in 1892 ?;Apa yang pertama kali digunakan oleh John L. Sullivan dan James J. Corbett pada tahun 1892?
ENTY;other;What does it take to be a hero ?;Apa yang diperlukan untuk menjadi pahlawan?
ENTY;other;Name of King Arthur 's sword ?;Nama pedang Raja Arthur?
ENTY;other;What layer of the atmosphere contains most of the ozone layer ?;Lapisan atmosfer apa yang mengandung sebagian besar lapisan ozon?
ENTY;other;What are the 7 Wonders of the World ?;Apa 7 Keajaiban Dunia?
ENTY;other;What must be exceeded to produce a sonic boom ?;Apa yang harus dilampaui untuk menghasilkan ledakan sonik?
ENTY;other;What did Vasco da Gama discover ?;Apa yang ditemukan Vasco da Gama?
ENTY;other;What scale measures earthquakes ?;Skala apa yang mengukur gempa bumi?
ENTY;other;What does a phobophobe fear ?;Apa yang ditakuti oleh fobofob?
ENTY;other;What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?;Apa suara bernada tinggi yang Anda dengar di telinga Anda sesekali, tetapi kemudian menghilang, setelah beberapa saat?
ENTY;other;What did Esquire name Ash Hole of the Year for 1980 ?;Apa nama Esquire Ash Hole of the Year untuk 1980?
ENTY;other;What 's the shape of a camel 's spine ?;Bagaimana bentuk tulang punggung unta?
ENTY;other;What is Bella Abzug 's sartorial trademark ?;Apa merek dagang busana Bella Abzug?
ENTY;other;What is the biggest  thing  humans have made ?;Apa hal terbesar yang dibuat manusia?
ENTY;other;What was the education system in the 1960 's ?;Bagaimana sistem pendidikan di tahun 1960-an?
ENTY;other;What turns blue litmus paper red ?;Apa yang mengubah kertas lakmus biru menjadi merah?
ENTY;other;Which of the five senses develops first ?;Manakah dari panca indera yang pertama kali berkembang?
ENTY;other;What is it that walks on four legs , then on two legs , then on three ?;Apa yang berjalan dengan empat kaki, lalu dengan dua kaki, lalu dengan tiga kaki?
ENTY;other;What are the wolverine habits ?;Apa kebiasaan wolverine?
ENTY;other;What gender is not allowed to vote in Kuwait ?;Jenis kelamin apa yang tidak diizinkan untuk memilih di Kuwait?
ENTY;other;What does a heliologist study ?;Apa yang dipelajari oleh seorang heliologis?
ENTY;other;What do Hasidic Jews refrain from while dating ?;Apa yang dihindari orang Yahudi Hasid saat berpacaran?
ENTY;other;What is widely used to detect birth defects ?;Apa yang banyak digunakan untuk mendeteksi cacat lahir?
ENTY;other;What is April 's gemstone ?;Apa itu batu permata April?
ENTY;plant;What shrubs can be planted that will be safe from deer ?;Semak apa yang bisa ditanam yang aman dari rusa?
ENTY;plant;What is state tree of Nebraska ?;Apa pohon negara Nebraska?
ENTY;plant;What flower did Vincent Van Gogh paint ?;Bunga apa yang dilukis Vincent Van Gogh?
ENTY;plant;What kind of tree graces Lebanon 's flag ?;Jenis pohon apa yang menghiasi bendera Libanon?
ENTY;plant;What kind of flowers does detective Nero Wolfe raise ?;Jenis bunga apa yang dibesarkan oleh detektif Nero Wolfe?
ENTY;plant;What are two plants that clothes are made from ?;Terbuat dari dua tanaman apakah pakaian itu?
ENTY;plant;What are some of Australia 's native flora ?;Apa saja flora asli Australia?
ENTY;plant;What is the most widely cultivated plant ?;Apa tanaman yang paling banyak dibudidayakan?
ENTY;plant;What plant has the largest seed ?;Tanaman apa yang memiliki biji terbesar?
ENTY;plant;What are some colorful flowers that will bloom in the fall in New England ?;Apa saja bunga berwarna-warni yang akan mekar di musim gugur di New England?
ENTY;product;What brand of white rum is still made in Cuba ?;Merek rum putih apa yang masih dibuat di Kuba?
ENTY;product;What kind of hat does Bat Masterson wear ?;Topi seperti apa yang dikenakan Bat Masterson?
ENTY;product;What is the fastest computer ?;Apa itu komputer tercepat?
ENTY;product;What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?;Merek jeans apa yang Calvin Klein akui dalam sebuah wawancara tahun 1984 yang dia rasa lebih nyaman dipakai?
ENTY;product;What are different products of petroleum ?;Apa perbedaan produk minyak bumi?
ENTY;product;Italy is the largest producer of what ?;Italia adalah produsen terbesar apa?
ENTY;product;What was the name of the computer in ` 2001 : A Space Odyssey ' ?;Apa nama komputer di `2001: A Space Odyssey '?
ENTY;product;What is the best brand for a laptop computer ?;Apa merek terbaik untuk komputer laptop?
ENTY;product;What operating system do IBM-compatible machines use ?;Sistem operasi apa yang digunakan oleh mesin yang kompatibel dengan IBM?
ENTY;product;What kind of car did Janis Joplin ask the Lord to buy her ?;Mobil seperti apa yang diminta Janis Joplin kepada Tuhan untuk membelikannya?
ENTY;product;What is the most expensive car in the world ?;Apa mobil termahal di dunia?
ENTY;product;What product 's ads claim that it  eliminates odors , kills household germs , mold , and mildew  ?;Iklan produk apa yang mengklaim menghilangkan bau, membunuh kuman, jamur, dan jamur rumah tangga?
ENTY;product;What shampoo prevents eczema , seborrhea , and psoriasis ?;Shampo apa yang mencegah eksim, seborea, dan psoriasis?
ENTY;product;What product did William Horlick discover and produce ?;Produk apa yang ditemukan dan diproduksi William Horlick?
ENTY;product;What are different products of petroleum ?;Apa perbedaan produk minyak bumi?
ENTY;product;What car was driven in the 199 release of  Smokey and the Bandit  ?;Mobil apa yang dikendarai dalam rilis 199 Smokey dan Bandit?
ENTY;product;What toy can you make sleep ?;Mainan apa yang bisa membuatmu tidur?
ENTY;product;What is the brand name of a chemical used to control ripening ?;Apa nama merek bahan kimia yang digunakan untuk mengontrol pematangan?
ENTY;product;What is the best selling computer model ever ?;Apa model komputer terlaris yang pernah ada?
ENTY;product;What does the Peugeot company manufacture ?;Apa yang dibuat perusahaan Peugeot?
ENTY;religion;In what religion was Isis the nature goddess ?;Dalam agama apa Isis sang dewi alam?
ENTY;religion;What two major world religions began in India ?;Dua agama besar dunia apa yang dimulai di India?
ENTY;religion;What religion has the most members ?;Agama apa yang memiliki pengikit terbanyak?
ENTY;religion;What Caribbean cult did Marcus Garvey originate ?;Dari sekte Karibia apa Marcus Garvey berasal?
ENTY;religion;What religion has the most members ?;Agama apa yang memiliki pengikut terbanyak?
ENTY;sport;What was the favorite sport of Tom Wolfe 's The Pump House Gang ?;Apa olahraga favorit The Pump House Gang milik Tom Wolfe?
ENTY;sport;What is the name of the game that Garry Kasparov plays ?;Apa nama permainan yang dimainkan Garry Kasparov?
ENTY;sport;What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?;Olahraga dalam ruangan apa yang membuat Phoenix Inferno menjadi Kebanggaan Phoenix pada 14 Juli 1983, ketika suhunya mencapai 111 derajat?
ENTY;sport;What was the name of the ball game played by the mayans ?;Apa nama permainan bola yang dimainkan oleh mayan?
ENTY;sport;What card game has variations called Canfield , Klondike and Spider ?;Permainan kartu apa yang memiliki variasi yang disebut Canfield, Klondike dan Spider?
ENTY;sport;What type of betting is used in horse racing ?;Jenis taruhan apa yang digunakan dalam pacuan kuda?
ENTY;sport;What international amateur sports spectacle was first telecast in 1956 ?;Apa tontonan olahraga amatir internasional yang ditayangkan pertama kali pada tahun 1956?
ENTY;sport;The second most popular sport worldwide is what ?;Olahraga paling populer kedua di dunia adalah apa?
ENTY;sport;What type of exercise burns the most calories ?;Jenis olahraga apa yang paling banyak membakar kalori?
ENTY;sport;What kind of sports did they play in the years 1642-1649 , the English Civil War time ?;Jenis olahraga apa yang mereka mainkan pada tahun 1642-1649, waktu Perang Saudara Inggris?
ENTY;sport;What are some good exercises for kids to do ?;Apa saja latihan yang baik untuk dilakukan anak-anak?
ENTY;sport;What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?;Apa permainan yang dimainkan Steve McQueen dan Edward G. Robinson di The Cincinnati Kid?
ENTY;sport;What kind of sport is often associated with hooligans ?;Jenis olahraga apa yang sering dikaitkan dengan hooligan?
ENTY;sport;What sport do the Cleaveland Cavaliers play ?;Olahraga apa yang dimainkan oleh Cleaveland Cavaliers?
ENTY;sport;In what Olympic Games did Nadia Comaneci become popular ?;Dalam Olimpiade apa Nadia Comaneci menjadi populer?
ENTY;sport;What game is Garry Kasparov really good at ?;Game apa yang benar-benar bagus untuk Garry Kasparov?
ENTY;sport;Garry Kasparov plays what game ?;Garry Kasparov memainkan game apa?
ENTY;sport;What game is fatal to anybody over 21 ?;Game apa yang fatal bagi siapa pun yang berusia di atas 21?
ENTY;sport;What international sport was originally called hurley ?;Olahraga internasional apa yang awalnya disebut hurley?
ENTY;sport;What sport was the first televised in the U.S. ?;Olahraga apa yang pertama kali disiarkan televisi di AS?
ENTY;substance;What 's the most abundant element in the sun ?;Apa unsur paling melimpah di matahari?
ENTY;substance;What harmful chemicals are in bug spray ?;Bahan kimia berbahaya apa yang ada dalam semprotan serangga?
ENTY;substance;What did the ancients call the four great elements ?;Apa yang dahulu disebut empat unsur utama?
ENTY;substance;What are the chemicals used in glowsticks ?;Apa bahan kimia yang digunakan dalam glowsticks?
ENTY;substance;What fuel do airplanes use ?;Bahan bakar apa yang digunakan pesawat terbang?
ENTY;substance;What explosive do you get by mixing charcoal , sulfur and saltpeter ?;Peledak apa yang Anda dapatkan dengan mencampurkan arang, belerang dan sendawa?
ENTY;substance;What 's the second-lightest element ?;Apa elemen teringan kedua?
ENTY;substance;What are the stars made of ?;Terbuat dari apakah bintang-bintang itu?
ENTY;substance;What is money made of ?;Terbuat dari apa uang itu?
ENTY;substance;What four elements make up 90 percent of the human body ?;Apa empat elemen yang membentuk 90 persen dari tubuh manusia?
ENTY;substance;What did the ancients call the four great elements ?;Apa yang dahulu disebut empat unsur utama?
ENTY;substance;What molecules include fluorine , sodium and magnesium ?;Molekul apa yang termasuk fluor, natrium dan magnesium?
ENTY;substance;What are the most common elements in seawater ?;Apa elemen paling umum di air laut?
ENTY;substance;What is the main ingredient of yogurt ?;Apa bahan utama yogurt?
ENTY;substance;What are the most common elements in the Earth 's crust ?;Apa elemen paling umum di kerak bumi?
ENTY;substance;What does saliva consist of ?;Terdiri dari apa air liur itu?
ENTY;substance;What 's the world 's most common compound ?;Apa senyawa paling umum di dunia?
ENTY;substance;What was paper made of in the late 16th century ?;Terbuat dari apakah kertas pada akhir abad ke-16?
ENTY;substance;What element , from the Periodic Table , is a gas or a solid , but never a liquid ?;Elemen apa, dari Tabel Periodik, yang merupakan gas atau benda padat, tetapi tidak pernah berbentuk cair?
ENTY;substance;What is a softball made of ?;Terbuat dari apa softball?
ENTY;symbol;What 's the symbol for the zodiacal sign Gemini ?;Apa simbol untuk tanda zodiak Gemini?
ENTY;symbol;What is the trademark of a Washington Redskin 's fan ?;Apa merek dagang dari penggemar Washington Redskin?
ENTY;symbol;What is the chemical formula for napalm ?;Apa rumus kimia untuk napalm?
ENTY;symbol;What are the signs of a country going into a recession ?;Apa saja tanda-tanda suatu negara akan mengalami resesi?
